,school_name,early_career_pay,mid_career_pay,meaning_percentage,stem_percentage,engineering,private_school,religious,art,for_sports_fans,party_school,liberal_arts_school,state_school,research_university,business,sober_school,ivy_league,state_code,type,degree_length,room_and_board,in_state_tuition,in_state_total,out_of_state_tuition,out_of_state_total,total_enrollment,AIAN_enrollment_percentage,Asian_enrollment_percentage,Black_enrollment_percentage,Hispanic_enrollment_percentage,NHPI_enrollment_percentage,non_resident_enrollment_percentage,total_minority_enrollment_percentage,unknown_enrollment_percentage,White_enrollment_percentage,women_enrollment_percentage,school_rank
455,Adelphi University,55200,94800,52,6,False,True,False,False,False,False,False,False,True,False,False,False,NY,Private,4 Year,16030.0,38660.0,54690.0,38660.0,54690.0,7610.0,0.001314060446780552,0.07279894875164257,0.1126149802890933,0.13232588699080158,0.0007884362680683311,0.05729303547963206,0.33994743758212875,0.06951379763469119,0.533245729303548,0.7257555847568988,top_150
456,Bennington College,48600,94800,47,5,False,True,False,True,False,False,True,False,False,False,False,False,VT,Private,4 Year,15610.0,54360.0,69970.0,54360.0,69970.0,755.0,0.017218543046357615,0.033112582781456956,0.013245033112582781,0.05033112582781457,0.0013245033112582781,0.10993377483443709,0.1456953642384106,0.059602649006622516,0.6847682119205298,0.6728476821192053,over_250
457,Saint Louis University,55000,94700,56,13,False,True,True,False,True,False,False,False,True,False,False,False,MO,Private,4 Year,12290.0,43884.0,56174.0,43884.0,56174.0,17052.0,0.0007623739150832747,0.06515364766596293,0.06398076471968098,0.0332512315270936,0.0,0.057060755336617405,0.20414027680037533,0.03125733051841426,0.707541637344593,0.5866760497302369,top_100
458,Point Loma Nazarene University,53500,94700,62,9,False,True,True,False,False,False,False,False,False,False,False,False,CA,Private,4 Year,10450.0,35700.0,46150.0,35700.0,46150.0,3374.0,0.007705986959098993,0.05542382928275044,0.02934202726733847,0.2231772377000593,0.008298755186721992,0.005038529934795495,0.3749259039715471,0.01956135151155898,0.6004742145820984,0.6585655008891523,over_250
459,The University of Tennessee Knoxville,52200,94700,53,21,False,False,False,False,True,False,False,True,True,False,False,False,,,,,,,,,,,,,,,,,,,,over_250
460,Hampton University,53100,94700,62,12,False,True,False,False,True,False,False,False,False,False,False,False,VA,Private,4 Year,11778.0,26702.0,38480.0,26702.0,38480.0,4393.0,0.0013658092419758707,0.016162076030047802,0.8925563396312315,0.011381743683132255,0.0,0.013885727293421352,0.92169360346005,0.0,0.06442066924652856,0.6505804689278397,over_250
461,St Bonaventure University,48900,94700,39,8,False,True,True,False,True,False,False,False,False,False,False,False,,,,,,,,,,,,,,,,,,,,over_250
462,Thomas Edison State University,54100,94600,56,0,False,False,False,False,False,False,False,True,False,False,False,False,NJ,Public,4 Year,,7519.0,7519.0,9967.0,9967.0,21495.0,0.00628053035589672,0.0390323331007211,0.14668527564549896,0.08406606187485462,0.00642009769713887,0.01032798325191905,0.298767155152361,0.13361246801581764,0.5572923935799023,0.48522912305187255,over_250
463,Fairleigh Dickinson University Metropolitan Campus,52400,94600,46,23,False,True,False,False,False,False,False,False,False,False,False,False,,,,,,,,,,,,,,,,,,,,over_250
464,Moravian College,53200,94600,44,13,False,True,True,True,False,False,True,False,False,False,False,False,PA,Private,4 Year,13378.0,43636.0,57014.0,43636.0,57014.0,1970.0,0.0010152284263959391,0.016243654822335026,0.03705583756345178,0.08375634517766498,0.0,0.03197969543147208,0.15583756345177666,0.06395939086294417,0.7482233502538072,0.6086294416243655,over_250
465,Pennsylvania State University Penn State Erie Behrend College,60300,94600,44,32,False,False,False,False,False,False,False,True,False,False,False,False,,,,,,,,,,,,,,,,,,,,over_250
466,Alma College,49600,94500,53,15,False,True,True,True,False,False,True,False,False,False,False,False,MI,Private,4 Year,10998.0,40258.0,51256.0,40258.0,51256.0,1396.0,0.0064469914040114614,0.01504297994269341,0.0329512893982808,0.036532951289398284,0.0007163323782234957,0.01002865329512894,0.1174785100286533,0.04011461318051576,0.832378223495702,0.5472779369627507,over_250
467,Lynn University,46000,94500,45,2,False,True,False,False,False,False,False,False,False,True,False,False,FL,Private,4 Year,12170.0,38210.0,50380.0,38210.0,50380.0,,,,,,,,,,,,over_250
468,Trine University,56600,94500,56,26,False,True,False,False,False,False,False,False,False,False,False,False,IN,Private,4 Year,10810.0,32175.0,42985.0,32175.0,42985.0,2831.0,0.0042387848816672555,0.016955139526669022,0.03037795831861533,0.05227834687389615,0.001412928293889085,0.05333804309431296,0.1314023313316849,0.0688802543270929,0.7463793712469092,0.42140586365241967,over_250
469,The College of Wooster,48800,94500,58,32,False,True,False,True,False,False,True,False,False,False,False,False,,,,,,,,,,,,,,,,,,,,over_250
470,University of Massachusetts Boston,54400,94400,55,13,False,False,False,False,False,False,False,True,True,False,False,False,MA,Public,4 Year,16290.0,14167.0,30457.0,33966.0,50256.0,,,,,,,,,,,,over_250
471,Saint Edward's University,49600,94400,43,9,False,True,True,False,False,False,False,False,False,False,False,False,,,,,,,,,,,,,,,,,,,,over_250
472,Wilkes University,52400,94400,54,10,False,True,False,False,False,False,False,False,False,False,False,False,PA,Private,4 Year,14682.0,36194.0,50876.0,36194.0,50876.0,4562.0,0.0010960105217010083,0.018632178868917142,0.025208241999123193,0.0398947829899167,0.00131521262604121,0.051731696624287594,0.11639631740464708,0.03397632617273126,0.7978956597983341,0.5734327049539676,over_250
473,University of Wisconsin Eau Claire,53000,94300,47,14,False,False,False,False,False,False,False,True,False,False,False,False,WI,Public,4 Year,7813.0,8820.0,16633.0,17096.0,24909.0,,,,,,,,,,,,over_250
474,Marymount University,53200,94300,47,15,False,True,True,False,False,False,False,False,False,False,False,False,VA,Private,4 Year,13190.0,31466.0,44656.0,31466.0,44656.0,3441.0,0.004940424295263005,0.07962801511188608,0.14530659691950015,0.13106655042138912,0.004940424295263005,0.09183376925312409,0.3975588491717524,0.03923278116826504,0.47137460040685847,0.6832316187154897,over_250
475,Benedictine College,49000,94200,65,13,False,True,True,False,False,False,False,False,False,False,False,False,KS,Private,4 Year,10300.0,29530.0,39830.0,29530.0,39830.0,2138.0,0.0037418147801683817,0.01216089803554724,0.03274087932647334,0.052385406922357346,0.003274087932647334,0.031805425631431246,0.14873713751169318,0.028999064546304958,0.7904583723105706,0.5257249766136576,over_250
476,Thomas More University,50200,94200,54,8,False,True,True,False,False,False,False,False,False,True,False,False,,,,,,,,,,,,,,,,,,,,over_250
477,Centenary College of Louisiana,48400,94200,40,26,False,True,True,True,False,False,True,False,False,False,False,False,LA,Private,4 Year,13400.0,36580.0,49980.0,36580.0,49980.0,619.0,0.009693053311793215,0.033925686591276254,0.1421647819063005,0.05654281098546042,0.0016155088852988692,0.017770597738287562,0.27948303715670436,0.0,0.7027463651050081,0.5654281098546042,over_250
478,Alfred University,50500,94200,46,19,False,True,False,False,False,False,False,False,False,False,False,False,NY,Private,4 Year,12516.0,33484.0,46000.0,33484.0,46000.0,2310.0,0.0012987012987012987,0.01904761904761905,0.08225108225108226,0.07142857142857142,0.0,0.04069264069264069,0.19567099567099566,0.14935064935064934,0.6142857142857143,0.5168831168831168,over_250
479,Central Washington University,54000,94200,48,13,False,False,False,False,False,False,False,True,False,False,False,False,WA,Public,4 Year,11115.0,8072.0,19187.0,23053.0,34168.0,11799.0,0.005508941435714891,0.04508856682769726,0.030934824985168235,0.1211967115857276,0.011611153487583693,0.008729553351978982,0.27451478938893126,0.09577082803627426,0.6209848292228155,0.520976353928299,over_250
480,Pennsylvania State University Penn State Brandywine,55300,94200,38,12,False,False,False,False,False,False,False,True,False,False,False,False,,,,,,,,,,,,,,,,,,,,over_250
481,McMurry University,50400,94100,56,11,False,True,True,False,False,False,False,False,False,False,False,False,TX,Private,4 Year,8602.0,27244.0,35846.0,27244.0,35846.0,1007.0,0.011916583912611719,0.013902681231380337,0.17974180734856007,0.21449851042701093,0.0009930486593843098,0.003972194637537239,0.43098311817279045,0.0019860973187686196,0.5630585898709036,0.4846077457795432,over_250
482,Abilene Christian University,50500,94100,54,9,False,True,True,False,True,False,False,False,False,False,False,False,TX,Private,4 Year,10350.0,34850.0,45200.0,34850.0,45200.0,4427.0,0.0040659588886379034,0.010390783826519088,0.08741811610571493,0.1314660040659589,0.0,0.04178902191100068,0.2737745651682855,0.016037948949627286,0.6683984639710865,0.5787214818161283,over_250
483,Westminster College (Utah),52500,94100,55,10,False,True,False,False,False,False,False,False,False,False,False,False,,,,,,,,,,,,,,,,,,,,over_250
484,SUNY at Purchase College,51000,94100,43,5,False,False,False,True,False,False,True,True,False,False,False,False,,,,,,,,,,,,,,,,,,,,over_250
485,Towson University,52100,94000,49,15,False,False,False,False,True,False,False,True,False,False,False,False,MD,Public,4 Year,13034.0,9940.0,22974.0,23208.0,36242.0,22285.0,0.0014808166928427192,0.047072021539151895,0.1550818936504375,0.053668386807269465,0.001166704061027597,0.024411038815346647,0.2949517612743998,0.05357864034103657,0.627058559569217,0.6198339690374691,over_250
486,Mount Holyoke College,53800,94000,56,28,False,True,False,True,False,False,True,False,False,False,False,False,MA,Private,4 Year,14660.0,49998.0,64658.0,49998.0,64658.0,2255.0,0.0004434589800443459,0.09844789356984479,0.06075388026607539,0.07671840354767184,0.0004434589800443459,0.24611973392461198,0.2687361419068736,0.012860310421286032,0.4722838137472284,0.9955654101995566,over_250
487,Dunwoody College of Technology,54900,94000,58,24,False,True,False,False,False,False,False,False,False,False,False,False,,,,,,,,,1070.0,0.005607476635514018,0.044859813084112146,0.07009345794392523,0.02149532710280374,0.001869158878504673,0.0,0.1897196261682243,0.03364485981308411,0.7766355140186916,0.13644859813084112,over_250
488,Hawaii Pacific University,53300,94000,59,15,False,True,False,False,False,False,False,False,False,False,False,False,HI,Private,4 Year,14800.0,25980.0,40780.0,25980.0,40780.0,5827.0,0.004118757508151707,0.15805731937532178,0.0592071391796808,0.1311137806761627,0.02196670671014244,0.14192551913506093,0.5438476059721984,0.023682855671872317,0.29054401922086837,0.5666723871632058,over_250
489,New England Institute of Technology,53300,94000,43,14,False,True,False,False,False,False,False,False,False,False,False,False,RI,Private,4 Year,13065.0,29940.0,43005.0,29940.0,43005.0,2922.0,0.006502395619438741,0.017453798767967144,0.04551676933607118,0.09685147159479808,0.0006844626967830253,0.03661875427789185,0.17693360711841205,0.10917180013689254,0.6772758384668036,0.3220396988364134,over_250
490,Amberton University,55900,93900,59,0,False,True,True,False,False,False,False,False,False,False,False,False,TX,Private,4 Year,,12840.0,12840.0,12840.0,12840.0,,,,,,,,,,,,over_250
491,Washington College,52900,93800,57,21,False,True,False,True,False,False,True,False,False,False,False,False,MD,Private,4 Year,12414.0,46978.0,59392.0,46978.0,59392.0,,,,,,,,,,,,over_250
492,Saint Mary's University of Minnesota,53800,93800,54,5,False,True,True,False,False,False,False,False,False,False,False,False,,,,,,,,,5825.0,0.0032618025751072963,0.018197424892703862,0.04652360515021459,0.031244635193133048,0.0005150214592274678,0.027124463519313306,0.10643776824034334,0.3213733905579399,0.5450643776824035,0.6511587982832618,over_250
493,John F. Kennedy University,53100,93800,0,0,False,True,False,False,False,False,False,False,False,False,False,False,CA,Private,4 Year,,18261.0,18261.0,18261.0,18261.0,1230.0,0.01707317073170732,0.08373983739837398,0.11382113821138211,0.12439024390243902,0.011382113821138212,0.03414634146341464,0.3943089430894309,0.07642276422764227,0.4951219512195122,0.7463414634146341,over_250
494,Southwestern University,52900,93800,52,19,False,True,True,True,False,False,True,False,False,False,False,False,TX,Private,4 Year,12000.0,42000.0,54000.0,42000.0,54000.0,,,,,,,,,,,,over_250
495,St Francis College,52400,93800,56,11,False,True,False,False,True,False,False,False,False,False,False,False,,,,,,,,,,,,,,,,,,,,over_250
496,Ohio University Main Campus,52500,93800,48,9,False,False,False,False,True,False,False,True,True,False,False,False,,,,,,,,,,,,,,,,,,,,over_250
497,The University of Texas at El Paso,48800,93700,62,24,False,False,False,False,True,False,False,True,True,False,False,False,,,,,,,,,,,,,,,,,,,,over_250
498,Louisiana State University Health Sciences Center Shreveport,56100,93700,0,3,False,False,False,False,False,False,False,True,False,False,False,False,,,,,,,,,,,,,,,,,,,,over_250
499,Washington Adventist University,55700,93600,63,9,False,True,True,False,False,False,False,False,False,False,False,False,MD,Private,4 Year,9370.0,23900.0,33270.0,23900.0,33270.0,,,,,,,,,,,,over_250
500,Calvin University,50600,93600,53,23,False,True,True,False,False,False,False,False,False,False,True,False,,,,,,,,,,,,,,,,,,,,over_250
501,University of Louisiana at Monroe,48900,93600,66,7,False,False,False,False,True,False,False,True,True,False,False,False,LA,Public,4 Year,7850.0,8734.0,16584.0,20834.0,28684.0,8517.0,0.0034049547962897732,0.023130210167899495,0.2273100857109311,0.02066455324644828,0.0004696489374192791,0.03111424210402724,0.2956440061054362,0.02465656921451215,0.6485851825760244,0.6394270282963485,over_250
502,Oakland University,52200,93600,49,19,False,False,False,False,True,False,False,True,True,False,False,False,MI,Public,4 Year,10100.0,12606.0,22706.0,24230.0,34330.0,20519.0,0.0038500901603391977,0.04654222915346752,0.07802524489497539,0.02753545494419806,0.0008285004142502071,0.03167795701544909,0.18075929626200107,0.049904966128953655,0.7376577805935962,0.5812661435742482,over_250
503,Texas Tech University Health Sciences Center,63500,93600,86,3,False,False,False,False,False,False,False,True,False,False,False,False,TX,Public,4 Year,,7911.0,7911.0,20361.0,20361.0,4931.0,0.007503548975866964,0.14763739606570675,0.06712634354086393,0.16649766781585884,0.0,0.008517542080713852,0.3887649563982965,0.060636787669843845,0.5420807138511458,0.6846481443926181,over_250
504,SUNY College of Environmental Science and Forestry,52800,93600,57,49,False,False,False,False,False,False,False,True,True,False,False,False,NY,Public,4 Year,16600.0,8804.0,25404.0,18584.0,35184.0,,,,,,,,,,,,top_100
505,University of Bridgeport,50400,93500,60,31,False,True,False,False,False,False,False,False,False,False,False,False,CT,Private,4 Year,13860.0,32850.0,46710.0,32850.0,46710.0,5191.0,0.005201309959545367,0.03274898863417453,0.25332305914082065,0.1138508957811597,0.002119052205740705,0.240994028125602,0.424773646696205,0.0,0.334232325178193,0.6097091119244847,over_250
506,Texas State University,51200,93500,52,11,False,False,False,False,True,False,False,True,True,False,False,False,TX,Public,4 Year,9374.0,10935.0,20309.0,23385.0,32759.0,36739.0,0.0029668744386074745,0.022292386836876343,0.07977898146383952,0.3159040801328289,0.001497046735077166,0.013527858678788208,0.4540951032962247,0.015678162170989957,0.5166988758539971,0.5675712458150739,over_250
507,University of North Carolina at Charlotte,53600,93400,49,25,False,False,False,False,True,False,False,True,True,False,False,False,NC,Public,4 Year,11100.0,7044.0,18144.0,20478.0,31578.0,27238.0,0.0029737866216315444,0.04930611645495264,0.16190616051105075,0.07342683016374184,0.0011014024524561275,0.06215581173360746,0.3201409795139144,0.02654379910419267,0.5911594096482855,0.4947866950583743,over_250
508,University of Louisiana at Lafayette,49200,93300,53,19,False,False,False,False,True,False,False,True,True,False,False,False,LA,Public,4 Year,8516.0,10616.0,19132.0,24344.0,32860.0,17195.0,0.004652515266065717,0.021692352428031404,0.19639430066879907,0.031811573131724336,0.0008723466123873219,0.03913928467577784,0.2715324222157604,0.010875254434428614,0.6784530386740332,0.5583599883687118,over_250
509,Woodbury University,51100,93300,45,0,False,True,False,False,False,False,False,False,False,False,False,False,CA,Private,4 Year,11920.0,39855.0,51775.0,39855.0,51775.0,1588.0,0.001889168765743073,0.07304785894206549,0.04219143576826197,0.2531486146095718,0.010075566750629723,0.2096977329974811,0.404911838790932,0.005037783375314861,0.380352644836272,0.5012594458438288,over_250
510,Holy Cross College,49200,93300,0,0,False,True,True,True,False,False,True,False,False,False,False,False,IN,Private,4 Year,11500.0,30820.0,42320.0,30820.0,42320.0,520.0,0.0038461538461538464,0.015384615384615385,0.09423076923076923,0.1076923076923077,0.0019230769230769232,0.057692307692307696,0.25769230769230766,0.009615384615384616,0.675,0.34615384615384615,over_250
511,Pacific University,48800,93300,64,8,False,True,False,False,False,False,False,False,False,False,False,False,OR,Private,4 Year,12528.0,44298.0,56826.0,44298.0,56826.0,3640.0,0.006593406593406593,0.1392857142857143,0.015934065934065933,0.07912087912087912,0.015384615384615385,0.037637362637362635,0.32967032967032966,0.05961538461538462,0.573076923076923,0.6337912087912088,over_250
512,Rockhurst University,54800,93200,61,11,False,True,True,False,False,False,False,False,False,False,False,False,MO,Private,4 Year,10200.0,37590.0,47790.0,37590.0,47790.0,3002.0,0.0016655562958027982,0.030313124583610927,0.04863424383744171,0.047634910059960026,0.000999333777481679,0.010992671552298468,0.15556295802798134,0.07894736842105263,0.7544970019986675,0.5786142571618921,over_250
513,University of South Florida Main Campus,50800,93100,50,25,False,False,False,False,True,False,False,True,True,False,False,False,,,,,,,,,,,,,,,,,,,,over_250
514,Augustana College,48600,93100,45,29,False,True,True,True,False,False,True,False,False,False,False,False,IL,Private,4 Year,10572.0,42135.0,52707.0,42135.0,52707.0,,,,,,,,,,,,over_250
515,Boston Architectural College,49500,93000,56,0,False,True,False,False,False,False,False,False,False,False,False,False,MA,Private,4 Year,13280.0,21894.0,35174.0,21894.0,35174.0,876.0,0.00228310502283105,0.05251141552511415,0.04223744292237443,0.10159817351598173,0.001141552511415525,0.09360730593607305,0.2237442922374429,0.1906392694063927,0.4920091324200913,0.4691780821917808,over_250
516,Simmons University,55300,93000,57,3,False,True,False,False,False,False,False,False,False,False,True,False,,,,,,,,,,,,,,,,,,,,over_250
517,Western Michigan University,51900,93000,48,16,False,False,False,False,True,False,False,True,True,False,False,False,MI,Public,4 Year,10143.0,12483.0,22626.0,15373.0,25516.0,23914.0,0.004432549970728444,0.016224805553232417,0.11014468512168604,0.04670904072927992,0.0011708622564188342,0.07752780797858995,0.20778623400518526,0.010370494271138245,0.7043154637450866,0.5107468428535585,top_200
518,Regis University,57000,93000,59,13,False,True,True,False,False,False,False,False,False,False,False,False,CO,Private,4 Year,11560.0,36810.0,48370.0,36810.0,48370.0,9208.0,0.006190269331016508,0.04648132059079062,0.05658123370981755,0.15117289313640314,0.0022806255430060816,0.011728931364031277,0.28811902693310165,0.08612076455256298,0.614031277150304,0.6335794960903562,over_250
519,Central Connecticut State University,54600,93000,46,15,False,False,False,False,True,False,False,True,False,False,False,False,CT,Public,4 Year,12176.0,10616.0,22792.0,21856.0,34032.0,12037.0,0.0019107751100772617,0.035640109661875884,0.10176954390628894,0.11290188585195647,0.0009138489656891252,0.01686466727589931,0.27722854531860097,0.028080086400265845,0.6778267010052339,0.5013707734485336,over_250
520,Thomas Jefferson University,67700,93000,79,7,False,True,False,False,False,False,False,False,False,False,False,False,,,,,,,,,3606.0,0.003882418191902385,0.15196894065446478,0.06267332224070993,0.036051026067665005,0.0,0.03743760399334443,0.2545757071547421,0.06655574043261231,0.6414309484193012,0.6747088186356073,over_250
521,Marietta College,51900,93000,57,45,False,True,False,False,False,False,False,False,False,False,False,False,OH,Private,4 Year,11320.0,36040.0,47360.0,36040.0,47360.0,1500.0,0.0013333333333333333,0.013333333333333334,0.046,0.025333333333333333,0.0,0.10533333333333333,0.10733333333333334,0.056,0.7313333333333333,0.42866666666666664,over_250
522,"University of Maryland, Baltimore",62100,92900,80,4,False,False,False,False,False,False,False,True,False,False,False,False,,,,,,,,,,,,,,,,,,,,over_250
523,University of Maine,54000,92900,51,24,False,False,False,False,True,True,False,True,True,False,False,False,ME,Public,4 Year,10418.0,11170.0,21588.0,30970.0,41388.0,11286.0,0.011784511784511785,0.012759170653907496,0.018784334573808258,0.021353889774942406,0.000177210703526493,0.04837852206273259,0.08798511430090378,0.09339004075846181,0.7702463228779018,0.5098351940457203,top_200
524,Canisius College,48400,92900,50,13,False,True,True,False,True,False,False,False,False,False,False,False,NY,Private,4 Year,11300.0,28488.0,39788.0,28488.0,39788.0,4181.0,0.0031093039942597465,0.017459937813920114,0.06696962449174838,0.044008610380291795,0.00047835446065534564,0.0466395599138962,0.1470939966515188,0.06649127003109304,0.739775173403492,0.5534561109782349,over_250
525,Weber State University,55400,92900,60,8,False,False,False,False,True,False,False,True,False,False,False,False,UT,Public,4 Year,6279.0,5831.0,12110.0,16585.0,22864.0,25954.0,0.0036603221083455345,0.012213916929952993,0.012329506049163906,0.0936271865608384,0.003775911227556446,0.015527471680665794,0.1419819680974031,0.3453802882022039,0.4971102720197272,0.5342529089928335,over_250
526,West Chester University of Pennsylvania,50300,92800,50,10,False,False,False,False,False,False,False,True,False,False,False,False,PA,Public,4 Year,9716.0,10412.0,20128.0,21986.0,31702.0,16086.0,0.0011189854531891085,0.022131045629740147,0.10220067139127191,0.047059554892453066,0.0010568195946786024,0.007832898172323759,0.19812259107298272,0.0039786149446723856,0.7900658958100212,0.6103443988561482,over_250
527,Ripon College,46200,92800,63,26,False,True,False,True,False,False,True,False,False,False,False,False,WI,Private,4 Year,8400.0,43808.0,52208.0,43808.0,52208.0,840.0,0.002380952380952381,0.014285714285714285,0.02261904761904762,0.047619047619047616,0.0,0.03571428571428571,0.10476190476190476,0.02261904761904762,0.8369047619047619,0.5333333333333333,over_250
528,Bloomsburg University of Pennsylvania,49800,92800,51,9,False,False,False,False,False,False,False,True,False,False,False,False,PA,Public,4 Year,9686.0,10958.0,20644.0,22532.0,32218.0,9998.0,0.0007001400280056011,0.011202240448089618,0.07791558311662332,0.049109821964392876,0.0011002200440088017,0.01190238047609522,0.16093218643728746,0.014502900580116024,0.8126625325065013,0.5751150230046009,over_250
529,Hope College,50700,92700,50,18,False,True,True,True,False,False,True,False,False,False,False,False,MI,Private,4 Year,10310.0,34010.0,44320.0,34010.0,44320.0,3455.0,0.0008683068017366136,0.015629522431259046,0.024602026049204053,0.07467438494934878,0.0,0.024602026049204053,0.13516642547033286,0.01215629522431259,0.8280752532561505,0.6034732272069464,over_250
530,Saint Cloud State University,53100,92700,51,15,False,False,False,False,False,False,False,True,False,False,False,False,MN,Public,4 Year,8900.0,8912.0,17812.0,17146.0,26046.0,,,,,,,,,,,,over_250
531,University of St Thomas (Texas),52000,92600,55,7,False,True,True,False,False,False,False,False,False,False,False,False,,,,,,,,,,,,,,,,,,,,over_250
532,University of North Texas,51100,92600,48,14,False,False,False,False,True,False,False,True,True,False,False,False,TX,Public,4 Year,9727.0,11250.0,20977.0,23700.0,33427.0,36486.0,0.004220797018034315,0.05155402072027627,0.11503042262785726,0.18837362275941458,0.0011237186866195252,0.06188675108260703,0.4370717535493066,0.01025050704379762,0.49079098832428875,0.5288877925779751,over_250
533,Austin College,54100,92600,46,25,False,True,True,True,False,False,True,False,False,False,False,False,TX,Private,4 Year,12527.0,39985.0,52512.0,39985.0,52512.0,1301.0,0.010760953112990008,0.13835511145272866,0.06610299769408147,0.19523443504996157,0.0007686395080707148,0.026133743274404306,0.4142966948501153,0.003843197540353574,0.5557263643351268,0.5172943889315911,over_250
534,SUNY College at Old Westbury,49600,92600,49,8,False,False,False,False,False,False,False,True,False,False,False,False,NY,Public,4 Year,11530.0,8143.0,19673.0,17923.0,29453.0,,,,,,,,,,,,over_250
535,Goucher College,49700,92500,43,11,False,True,False,True,False,False,True,False,False,False,False,False,MD,Private,4 Year,14506.0,44300.0,58806.0,44300.0,58806.0,2120.0,0.0023584905660377358,0.025943396226415096,0.10283018867924529,0.06462264150943396,0.0004716981132075472,0.01179245283018868,0.22547169811320755,0.1872641509433962,0.5754716981132075,0.7084905660377359,over_250
536,Samford University,49600,92500,55,3,False,True,True,False,True,False,False,False,False,False,False,False,AL,Private,4 Year,10550.0,31650.0,42200.0,31650.0,42200.0,4933.0,0.0034461787958645854,0.016217311980539224,0.0754105007095074,0.04419217514696939,0.00020271639975674033,0.03101560916278127,0.14960470302047435,0.007095073991485911,0.8122846138252585,0.6247719440502737,over_250
537,Westminster College (Pennsylvania),47200,92500,45,17,False,True,True,True,False,False,True,False,False,False,False,False,,,,,,,,,,,,,,,,,,,,over_250
538,New College of Florida,47300,92500,43,4,False,False,False,True,False,False,True,True,False,False,False,False,FL,Public,4 Year,9264.0,6919.0,16183.0,29944.0,39208.0,834.0,0.001199040767386091,0.023980815347721823,0.026378896882494004,0.15227817745803357,0.0,0.017985611510791366,0.24940047961630696,0.025179856115107913,0.7074340527577938,0.592326139088729,over_250
539,University of Washington Tacoma Campus,58300,92500,49,23,False,False,False,False,False,False,False,True,False,False,False,False,,,,,,,,,,,,,,,,,,,,over_250
540,Embry Riddle Aeronautical University Worldwide,59400,92500,68,3,False,True,False,False,False,False,False,False,False,False,False,False,,,,,,,,,,,,,,,,,,,,over_250
541,CUNY New York City College of Technology,52600,92500,44,19,False,False,False,False,False,False,False,True,False,False,False,False,,,,,,,,,,,,,,,,,,,,over_250
542,Farmingdale State College,53900,92500,46,9,False,False,False,False,False,False,False,True,False,False,False,False,,,,,,,,,,,,,,,,,,,,over_250
543,Thomas More College of Liberal Arts,51000,92400,0,0,False,True,True,True,False,False,True,False,False,False,False,False,NH,Private,4 Year,9700.0,21600.0,31300.0,21600.0,31300.0,93.0,0.0,0.021505376344086023,0.010752688172043012,0.021505376344086023,0.0,0.043010752688172046,0.053763440860215055,0.13978494623655913,0.7634408602150538,0.5698924731182796,over_250
544,University of Hawaii at Manoa,52800,92400,57,18,False,False,False,False,True,False,False,True,True,False,False,False,HI,Public,4 Year,13689.0,11970.0,25659.0,34002.0,47691.0,,,,,,,,,,,,over_250
545,Sam Houston State University,49600,92400,51,6,False,False,False,False,True,False,False,True,True,False,False,False,TX,Public,4 Year,9386.0,10183.0,19569.0,22633.0,32019.0,19573.0,0.004495989373116027,0.014049966790987585,0.1788177591580238,0.1844888366627497,0.0015838144382567822,0.019363408777397437,0.41184284473509425,0.021407040310631995,0.5473867061768763,0.6060900219690389,over_250
546,Framingham State University,50500,92300,44,8,False,False,False,False,False,False,False,True,False,False,False,False,MA,Public,4 Year,12306.0,10335.0,22641.0,16415.0,28721.0,6499.0,0.0010770887828896753,0.027388829050623172,0.06031697184182182,0.08139713802123404,0.0006154793045083859,0.005385443914448377,0.19910755500846283,0.038159716879519925,0.7573472841975688,0.6767194953069703,over_250
547,The University of Tampa,50100,92300,49,8,False,True,False,False,False,False,False,False,False,False,False,False,,,,,,,,,,,,,,,,,,,,over_250
548,College of Mount Saint Vincent,52400,92300,57,4,False,True,True,False,False,False,False,False,False,False,False,False,,,,,,,,,1915.0,0.0005221932114882506,0.10339425587467363,0.1556135770234987,0.33211488250652743,0.0,0.03759791122715405,0.643864229765013,0.044386422976501305,0.2741514360313316,0.7075718015665796,over_250
549,Oglethorpe University,54400,92200,51,12,False,True,False,True,False,False,True,False,False,False,False,False,GA,Private,4 Year,13200.0,38100.0,51300.0,38100.0,51300.0,1094.0,0.002742230347349177,0.03930530164533821,0.1846435100548446,0.10329067641681901,0.0,0.0603290676416819,0.35648994515539306,0.24680073126142596,0.33638025594149906,0.583180987202925,over_250
550,Linfield College McMinnville Campus,53200,92200,49,17,False,True,True,True,False,False,True,False,False,False,False,False,,,,,,,,,,,,,,,,,,,,over_250
551,College for Creative Studies,52500,92100,41,0,False,True,False,True,False,False,False,False,False,False,False,False,MI,Private,4 Year,8800.0,44110.0,52910.0,44110.0,52910.0,1459.0,0.00205620287868403,0.041809458533241944,0.08910212474297464,0.037011651816312545,0.0027416038382453737,0.09047292666209733,0.20973269362577107,0.135709389993146,0.5640849897189856,0.49348869088416725,over_250
552,Principia College,55600,92100,59,19,False,True,False,True,False,False,True,False,False,False,False,False,IL,Private,4 Year,11610.0,29470.0,41080.0,29470.0,41080.0,,,,,,,,,,,,over_250
553,Florida Atlantic University,50400,92100,51,15,False,False,False,False,True,False,False,True,True,False,False,False,FL,Public,4 Year,11896.0,6039.0,17935.0,21595.0,33491.0,30297.0,0.0018813743935043074,0.04350265702874872,0.1874112948476747,0.23946265306796052,0.001188236459055352,0.024358847410634717,0.5039442849126976,0.00858170775984421,0.46311515991682345,0.5702544806416477,over_250
