,school_name,early_career_pay,mid_career_pay,meaning_percentage,stem_percentage,engineering,private_school,religious,art,for_sports_fans,party_school,liberal_arts_school,state_school,research_university,business,sober_school,ivy_league,state_code,type,degree_length,room_and_board,in_state_tuition,in_state_total,out_of_state_tuition,out_of_state_total,total_enrollment,AIAN_enrollment_percentage,Asian_enrollment_percentage,Black_enrollment_percentage,Hispanic_enrollment_percentage,NHPI_enrollment_percentage,non_resident_enrollment_percentage,total_minority_enrollment_percentage,unknown_enrollment_percentage,White_enrollment_percentage,women_enrollment_percentage,school_rank
0,Harvey Mudd College,91400,162500,56,85,True,True,False,True,False,False,True,False,False,False,False,False,CA,Private,4 Year,18127.0,56876.0,75003.0,56876.0,75003.0,804.0,0.004975124378109453,0.20771144278606965,0.01616915422885572,0.09950248756218906,0.0,0.12686567164179105,0.39054726368159204,0.04477611940298507,0.43781094527363185,0.4639303482587065,over_250
1,Massachusetts Institute of Technology,88300,158100,52,69,True,True,False,False,False,False,False,False,True,False,False,False,MA,Private,4 Year,15510.0,51832.0,67342.0,51832.0,67342.0,11319.0,0.0015902464882056719,0.1618517536884884,0.03039137733015284,0.09603321848219808,8.834702712253733e-05,0.2917218835586183,0.3266189592720205,0.05053449951409135,0.3311246576552699,0.37335453661984275,top_50
2,United States Naval Academy,79600,152600,61,58,True,False,False,True,True,False,True,True,False,False,True,False,,,,,,,,,,,,,,,,,,,,over_250
3,Princeton University,77300,150500,49,48,False,True,False,False,True,False,False,False,True,False,False,True,NJ,Private,4 Year,16290.0,49330.0,65620.0,49330.0,65620.0,8088.0,0.0012363996043521265,0.15850642927794262,0.0586053412462908,0.07059841740850643,0.0008654797230464886,0.20919881305637983,0.3245548961424332,0.034248269040553905,0.431998021760633,0.45363501483679525,top_50
4,California Institute of Technology,87600,150300,56,97,True,True,False,False,False,False,False,False,True,False,False,False,CA,Private,4 Year,15525.0,52362.0,67887.0,52362.0,67887.0,2209.0,0.0018107741059302852,0.26256224535989137,0.012222725215029425,0.07831598008148484,0.0004526935264825713,0.2729741964689905,0.3861475780896333,0.004526935264825713,0.33635129017655047,0.30737890448166594,top_50
5,Harvard University,76400,147700,55,19,False,True,False,False,True,False,False,False,True,False,False,True,,,,,,,,,28791.0,0.0019450522732798443,0.14681671355631967,0.051578618318224446,0.07860095168629086,0.0009725261366399222,0.16630196936542668,0.31624465978951755,0.06119968045569796,0.45625369038935776,0.48518634295439544,top_50
6,Stanford University,81800,147100,56,51,True,True,False,False,True,False,False,False,True,False,False,False,CA,Private,4 Year,15763.0,51354.0,67117.0,51354.0,67117.0,16963.0,0.005777279962270824,0.15504332959971703,0.037316512409361555,0.10310676177562932,0.0017685550904910688,0.22867417320049518,0.3703354359488298,0.03442787242822614,0.36656251842244886,0.4146672168838059,top_50
7,Santa Clara University,71100,146300,45,29,False,True,True,False,True,False,False,False,False,False,False,False,CA,Private,4 Year,14910.0,51711.0,66621.0,51711.0,66621.0,9015.0,0.0011092623405435386,0.15707154742096505,0.026400443704936216,0.142318358291736,0.0022185246810870773,0.13455352190793124,0.38025513033832503,0.07576261785912368,0.4094287298946201,0.5003882418191903,over_250
8,United States Military Academy,81100,146300,62,39,False,False,False,True,True,False,True,True,False,False,True,False,,,,,,,,,,,,,,,,,,,,over_250
9,Babson College,73000,146200,42,0,False,True,False,False,False,False,False,False,False,True,False,False,MA,Private,4 Year,16312.0,51104.0,67416.0,51104.0,67416.0,3049.0,0.0013119055428009183,0.0898655296818629,0.03902918989832732,0.08002623811085602,0.0006559527714004591,0.29977041653000985,0.22991144637586095,0.0787143325680551,0.39160380452607413,0.4280091833387996,over_250
10,Colgate University,69700,144800,40,26,False,True,False,True,True,True,True,False,False,False,False,False,NY,Private,4 Year,13995.0,55870.0,69865.0,55870.0,69865.0,2888.0,0.0006925207756232687,0.03566481994459834,0.04155124653739612,0.08414127423822715,0.001038781163434903,0.08725761772853186,0.19806094182825484,0.04224376731301939,0.6724376731301939,0.5436288088642659,over_250
11,Stevens Institute of Technology,75800,144300,48,79,True,True,False,False,False,False,False,False,True,False,False,False,NJ,Private,4 Year,15244.0,52202.0,67446.0,52202.0,67446.0,6125.0,0.0008163265306122449,0.07118367346938775,0.0156734693877551,0.052408163265306125,0.0,0.3095510204081633,0.14008163265306123,0.19722448979591836,0.35314285714285715,0.28375510204081633,top_100
12,SUNY Maritime College,74500,143400,52,32,False,False,False,False,False,False,False,True,False,False,False,False,NY,Public,4 Year,12522.0,8283.0,20805.0,18063.0,30585.0,,,,,,,,,,,,over_250
13,University of Pennsylvania,73700,142900,41,21,False,True,False,False,True,False,False,False,True,False,False,True,PA,Private,4 Year,15616.0,55584.0,71200.0,55584.0,71200.0,24806.0,0.0008465693783761993,0.14984277997258727,0.05978392324437636,0.07252277674756108,0.0003225026203337902,0.1837861807627187,0.31464161896315407,0.04813351608481819,0.45343868418930905,0.5267677174877046,top_50
14,Colorado School of Mines,75800,142800,60,93,True,False,False,False,False,False,False,True,True,False,False,False,CO,Public,4 Year,13169.0,18964.0,32133.0,38584.0,51753.0,5962.0,0.0021804763502180475,0.03874538745387454,0.00872190540087219,0.0699429721569943,0.0005031868500503186,0.11472660181147266,0.16101979201610198,0.017611539751761152,0.7066420664206642,0.2831264676283127,top_100
15,Williams College,67600,142300,46,32,False,True,False,True,False,False,True,False,False,False,False,False,MA,Private,4 Year,14500.0,55450.0,69950.0,55450.0,69950.0,2126.0,0.0014111006585136407,0.10489181561618062,0.06914393226716839,0.11429915333960489,0.0,0.08984007525870179,0.3584195672624647,0.0,0.5517403574788335,0.5084666039510819,over_250
16,Dartmouth College,73300,141400,45,35,False,True,False,False,True,False,False,False,True,False,False,True,NH,Private,4 Year,15756.0,55453.0,71209.0,55453.0,71209.0,6298.0,0.016195617656398858,0.12305493807557955,0.054144172753255004,0.0708161321054303,0.0011114639568116863,0.15306446490949507,0.3042235630358844,0.07145125436646554,0.471260717688155,0.47110193712289616,top_50
17,Yale University,72700,141300,53,22,False,True,False,False,True,False,False,False,True,False,False,True,CT,Private,4 Year,16000.0,53430.0,69430.0,53430.0,69430.0,12336.0,0.003972114137483787,0.12816147859922178,0.054717898832684825,0.07611867704280155,0.0004053177691309987,0.19398508430609598,0.30771725032425423,0.019536316472114137,0.4787613488975357,0.4897049286640726,top_50
18,Swarthmore College,67700,141000,46,45,False,True,False,True,False,False,True,False,False,False,False,False,PA,Private,4 Year,15474.0,52588.0,68062.0,52588.0,68062.0,1542.0,0.0012970168612191958,0.16342412451361868,0.058365758754863814,0.13359273670557717,0.0006485084306095979,0.09922178988326848,0.4351491569390402,0.04669260700389105,0.41893644617380027,0.5090791180285343,over_250
19,Albany College of Pharmacy and Health Sciences,77700,140800,86,2,False,True,False,False,False,False,False,False,False,False,False,False,NY,Private,4 Year,10920.0,35105.0,46025.0,35105.0,46025.0,1563.0,0.0025591810620601407,0.14587332053742802,0.037747920665387076,0.04030710172744722,0.0012795905310300703,0.07549584133077415,0.2380038387715931,0.05502239283429303,0.6314779270633397,0.5962891874600128,over_250
20,Washington and Lee University,66500,140600,46,18,False,True,False,True,False,False,True,False,False,False,False,False,VA,Private,4 Year,13925.0,52455.0,66380.0,52455.0,66380.0,,,,,,,,,,,,over_250
21,United States Air Force Academy,77600,140400,67,43,False,False,False,True,True,False,True,True,False,False,True,False,,,,,,,,,,,,,,,,,,,,over_250
22,Lehigh University,70300,139800,45,52,True,True,False,False,True,False,False,False,True,False,False,False,PA,Private,4 Year,13600.0,52930.0,66530.0,52930.0,66530.0,7119.0,0.0009832841691248771,0.06728473100154517,0.03357213091726366,0.0667228543334738,0.00014046916701783958,0.1554993678887484,0.18822868380390503,0.05099030762747577,0.6052816406798708,0.44655148194971206,top_50
23,University of California Berkeley,72600,138800,49,36,False,False,False,False,True,False,False,True,True,False,False,False,,,,,,,,,,,,,,,,,,,,over_250
24,Claremont McKenna College,70700,138500,44,16,False,True,False,True,False,False,True,False,False,False,False,False,CA,Private,4 Year,16705.0,54405.0,71110.0,54405.0,71110.0,1324.0,0.0007552870090634441,0.10725075528700906,0.04078549848942598,0.1163141993957704,0.0007552870090634441,0.16993957703927492,0.3421450151057402,0.06570996978851963,0.42220543806646527,0.47583081570996977,over_250
25,United States Merchant Marine Academy,84300,138500,61,56,True,False,False,False,False,False,False,True,False,False,False,False,,,,,,,,,,,,,,,,,,,,over_250
26,Webb Institute,81500,137900,35,10,True,True,False,False,False,False,False,False,False,False,False,False,NY,Private,4 Year,15050.0,50175.0,65225.0,50175.0,65225.0,90.0,0.0,0.08888888888888889,0.0,0.0,0.0,0.011111111111111112,0.13333333333333333,0.011111111111111112,0.8444444444444444,0.13333333333333333,over_250
27,Rose Hulman Institute of Technology,76600,137700,51,96,True,True,False,False,False,False,False,False,False,False,False,False,IN,Private,4 Year,14766.0,49871.0,64637.0,49871.0,64637.0,2388.0,0.001256281407035176,0.03433835845896147,0.02386934673366834,0.02847571189279732,0.0008375209380234506,0.12102177554438862,0.12646566164154105,0.032244556113902846,0.7202680067001676,0.22487437185929648,over_250
28,Georgia Institute of Technology Main Campus,74500,137300,49,80,True,False,False,False,True,False,False,True,True,False,False,False,,,,,,,,,,,,,,,,,,,,over_250
29,University of Notre Dame,68300,136900,43,28,False,True,True,False,True,False,False,False,True,False,False,False,IN,Private,4 Year,15410.0,53391.0,68801.0,53391.0,68801.0,12179.0,0.0017242794974956894,0.04704819771738238,0.03087281385992282,0.0935216356022662,0.00041054273749897363,0.09779128007225552,0.2101978815994745,0.05230314475736924,0.6397076935709007,0.45545611298136135,top_50
30,Brown University,69900,136700,46,43,False,True,False,False,True,False,False,False,True,False,False,True,RI,Private,4 Year,14670.0,55656.0,70326.0,55656.0,70326.0,9181.0,0.0028319355190066444,0.11970373597647316,0.05990632828667901,0.09737501361507461,0.0014159677595033222,0.16762879860581636,0.3221871255854482,0.086918636314127,0.42326543949460843,0.5099662346149657,top_50
31,Carnegie Mellon University,78600,136500,45,66,True,True,False,False,False,False,False,False,True,False,False,False,PA,Private,4 Year,14418.0,55465.0,69883.0,55465.0,69883.0,12587.0,0.0007150234368793199,0.16453483753078574,0.03193771351394296,0.04560260586319218,0.00015889409708429332,0.3829347739731469,0.2694843886549615,0.0498927464844681,0.29768809088742354,0.3799157861285453,top_50
32,Haverford College,61300,136300,47,36,False,True,False,True,False,False,True,False,False,False,False,False,PA,Private,4 Year,16402.0,54592.0,70994.0,54592.0,70994.0,1194.0,0.0033500837520938024,0.08375209380234507,0.05778894472361809,0.08542713567839195,0.0,0.06030150753768844,0.2889447236180904,0.009212730318257957,0.6415410385259631,0.5293132328308208,over_250
33,Cooper Union for the Advancement of Science and Art,69300,136100,47,56,True,True,False,False,False,False,False,False,False,False,False,False,NY,Private,4 Year,16638.0,46700.0,63338.0,46700.0,63338.0,,,,,,,,,,,,over_250
34,Worcester Polytechnic Institute,74600,135500,48,86,True,True,False,False,False,False,False,False,True,False,False,False,MA,Private,4 Year,14774.0,50530.0,65304.0,50530.0,65304.0,6381.0,0.0007835762419683435,0.0460742830277386,0.02037298229117693,0.06174580786710547,0.0,0.21156558533145275,0.1553048111581257,0.07757404795486601,0.5555555555555556,0.31170662905500707,top_100
35,Rensselaer Polytechnic Institute,72600,135200,49,78,True,True,False,False,False,False,False,False,True,False,False,False,NY,Private,4 Year,15260.0,53880.0,69140.0,53880.0,69140.0,6835.0,0.0008778346744696416,0.0920263350402341,0.026627651792245792,0.06422823701536211,0.0004389173372348208,0.16766642282370153,0.24067300658376006,0.01916605705925384,0.5724945135332845,0.3040234089246525,top_50
36,Duke University,72300,135000,51,26,False,True,True,False,True,False,False,False,True,False,False,False,NC,Private,4 Year,15178.0,55695.0,70873.0,55695.0,70873.0,15856.0,0.0041624621594349145,0.14303733602421795,0.07290615539858729,0.0502648839556004,0.0012613521695257316,0.1828329969727548,0.29490413723511605,0.03115539858728557,0.4911074672048436,0.4976664984863774,top_50
37,Georgetown University,67200,134500,43,14,False,True,True,False,True,False,False,False,True,False,False,False,DC,Private,4 Year,16509.0,54104.0,70613.0,54104.0,70613.0,,,,,,,,,,,,top_50
38,Rice University,72400,134100,53,45,False,True,False,False,True,False,False,False,True,False,False,False,TX,Private,4 Year,14000.0,47350.0,61350.0,47350.0,61350.0,6621.0,0.0007551729346020238,0.16644011478628606,0.05135175955293762,0.11267180184262196,0.0009062075215224287,0.23531188642199063,0.36565473493429995,0.025373810602628003,0.3736595680410814,0.43029753813623317,top_50
39,Clarkson University,66800,133100,58,58,True,True,False,False,False,False,False,False,True,False,False,False,NY,Private,4 Year,14908.0,49444.0,64352.0,49444.0,64352.0,3873.0,0.002581977794990963,0.03150012909888975,0.019881229021430417,0.043893622514846374,0.0002581977794990963,0.08236509166021172,0.11696359411309062,0.028143557965401498,0.7725277562612961,0.30570617092693003,top_150
40,Cornell University,71600,133100,46,43,False,True,False,False,True,False,False,False,True,False,False,True,NY,Private,4 Year,14816.0,55188.0,70004.0,55188.0,70004.0,21679.0,0.002952165690299368,0.14433322570229254,0.04884911665667235,0.09197841228838968,0.0006919138336639144,0.2022233497855067,0.3239540569214447,0.07717145624798191,0.39665113704506666,0.48466257668711654,top_50
41,California State University Maritime Academy,69800,132900,57,15,False,False,False,False,False,False,False,True,False,False,False,False,,,,,,,,,,,,,,,,,,,,over_250
42,Columbia University in the City of New York,73700,132100,47,30,False,True,False,False,True,False,False,False,True,False,False,True,,,,,,,,,,,,,,,,,,,,over_250
43,Lafayette College,68400,131800,36,47,False,True,True,True,True,False,True,False,False,False,False,False,PA,Private,4 Year,15640.0,52880.0,68520.0,52880.0,68520.0,2503.0,0.0011985617259288853,0.032361166600079906,0.04714342788653616,0.06632041550139832,0.00039952057530962844,0.07830603276068718,0.1685976827806632,0.07071514182980423,0.6823811426288454,0.46863763483819415,over_250
44,Bucknell University,67700,129500,40,40,False,True,False,True,True,True,True,False,False,False,False,False,PA,Private,4 Year,13662.0,56092.0,69754.0,56092.0,69754.0,3624.0,0.0002759381898454746,0.0347682119205298,0.03145695364238411,0.05160044150110375,0.0,0.061258278145695365,0.152317880794702,0.003863134657836645,0.782560706401766,0.5195916114790287,over_250
45,Brandeis University,61400,129400,46,29,False,True,False,False,False,False,False,False,True,False,False,False,MA,Private,4 Year,15440.0,55395.0,70835.0,55395.0,70835.0,5945.0,0.001009251471825063,0.09789739276703112,0.04625735912531539,0.054331370899915896,0.0005046257359125315,0.23280067283431455,0.21984861227922625,0.10277544154751893,0.4445752733389403,0.5429772918418839,top_50
46,Samuel Merritt University,93900,129300,0,0,False,True,False,False,False,False,False,False,False,False,False,False,,,,,,,,,1580.0,0.0018987341772151898,0.2759493670886076,0.0379746835443038,0.1310126582278481,0.010126582278481013,0.00569620253164557,0.5341772151898734,0.04746835443037975,0.41265822784810124,0.7411392405063291,over_250
47,Charles R Drew University of Medicine and Science,85700,129300,0,3,False,True,False,False,False,False,False,False,False,False,False,False,CA,Private,4 Year,,17440.0,17440.0,17440.0,17440.0,,,,,,,,,,,,over_250
48,University of California San Diego,65000,128900,52,58,True,False,False,False,False,False,False,True,True,False,False,False,,,,,,,,,,,,,,,,,,,,over_250
49,Manhattan College,64300,128700,47,40,False,True,True,False,True,False,False,False,False,False,False,False,NY,Private,4 Year,16200.0,43480.0,59680.0,43480.0,59680.0,3970.0,0.0017632241813602015,0.03803526448362721,0.034760705289672546,0.1765743073047859,0.0,0.03400503778337532,0.26926952141057936,0.1624685138539043,0.5342569269521411,0.45113350125944585,over_250
50,Amherst College,64800,127100,46,32,False,True,False,True,False,False,True,False,False,False,False,False,MA,Private,4 Year,14740.0,56426.0,71166.0,56426.0,71166.0,1792.0,0.0033482142857142855,0.13058035714285715,0.12388392857142858,0.13113839285714285,0.0005580357142857143,0.09598214285714286,0.43470982142857145,0.05022321428571429,0.41908482142857145,0.48270089285714285,over_250
51,University of Southern California,66100,126300,49,23,False,True,False,False,True,False,False,False,True,False,False,False,CA,Private,4 Year,15395.0,56225.0,71620.0,56225.0,71620.0,42453.0,0.001719548677360846,0.18128283042423385,0.052717122464843474,0.12451416860999223,0.002449767978705863,0.22869997408899254,0.3951899747956564,0.0481709184274374,0.3279391326879137,0.5208583610110004,top_50
52,University of California Irvine,61100,125900,50,34,False,False,False,False,True,False,False,True,True,False,False,False,,,,,,,,,,,,,,,,,,,,over_250
53,University of Virginia Main Campus,65700,125200,45,23,False,False,False,False,True,False,False,True,True,False,False,False,,,,,,,,,,,,,,,,,,,,over_250
54,Tufts University,66000,124800,50,25,False,True,False,False,False,False,False,False,True,False,False,False,MA,Private,4 Year,14560.0,56382.0,70942.0,56382.0,70942.0,10907.0,0.0011002108737508023,0.12404877601540296,0.033739800128357936,0.05446043825066471,0.0003667369579169341,0.10782066562757862,0.2512148161730998,0.09883561015861374,0.5421289080407078,0.5446960667461264,top_50
55,Union College (New York),64200,124700,50,47,False,True,False,True,False,True,True,False,False,False,False,False,,,,,,,,,,,,,,,,,,,,over_250
56,New York University,64100,124700,43,18,False,True,False,False,False,False,False,False,True,False,False,False,NY,Private,4 Year,18156.0,51828.0,69984.0,51828.0,69984.0,49274.0,0.0019076998011121483,0.14843528026951333,0.048179567317449365,0.0865973941632504,0.0009132605430856029,0.23328733206153346,0.3113609611559849,0.10372610301578926,0.3516256037666924,0.5510614116978528,top_50
57,Embry Riddle Aeronautical University Prescott,69200,124600,57,43,False,True,False,False,False,False,False,False,False,False,False,False,,,,,,,,,,,,,,,,,,,,over_250
58,MCPHS University,65300,124500,73,2,False,True,False,False,False,False,False,False,False,False,False,False,MA,Private,4 Year,16400.0,32705.0,49105.0,32705.0,49105.0,6935.0,0.0010093727469358328,0.21182408074981976,0.047584715212689255,0.02653208363374189,0.0011535688536409518,0.11824080749819754,0.29156452775775055,0.23056957462148522,0.3596250901225667,0.6713770728190339,over_250
59,Bates College,59100,124500,52,23,False,True,False,True,False,False,True,False,False,False,False,False,ME,Private,4 Year,15224.0,53794.0,69018.0,53794.0,69018.0,1773.0,0.0022560631697687537,0.046249294980259446,0.047941342357586014,0.0676818950930626,0.0,0.06880992667794698,0.20473773265651438,0.007896221094190638,0.718556119571348,0.5042301184433164,over_250
60,New Mexico Institute of Mining and Technology,65800,124500,59,91,True,False,False,False,False,False,False,True,False,False,False,False,NM,Public,4 Year,8510.0,7770.0,16280.0,22268.0,30778.0,2127.0,0.02538787023977433,0.03149976492712741,0.021626704278326282,0.2454160789844852,0.0009402914903620122,0.07099200752233192,0.35825105782792666,0.010813352139163141,0.5599435825105783,0.3215796897038082,over_250
61,George Washington University,62000,124500,48,15,False,True,False,False,True,False,False,False,True,False,False,False,DC,Private,4 Year,13850.0,55230.0,69080.0,55230.0,69080.0,,,,,,,,,,,,top_100
62,Bowdoin College,62800,124400,55,37,False,True,False,True,False,False,True,False,False,False,False,False,ME,Private,4 Year,14698.0,53922.0,68620.0,53922.0,68620.0,1805.0,0.00110803324099723,0.06315789473684211,0.04875346260387812,0.12686980609418283,0.0,0.054293628808864264,0.3047091412742382,0.00554016620498615,0.6354570637119114,0.5002770083102493,over_250
63,New Jersey Institute of Technology,65700,124400,52,75,True,False,False,False,True,False,False,True,True,False,False,False,NJ,Public,4 Year,13600.0,17338.0,30938.0,32750.0,46350.0,10646.0,0.0005635919594213789,0.1785647191433402,0.08444486191996994,0.16428705617133196,0.00028179597971068947,0.16935938380612436,0.45322186736802555,0.1018222806687958,0.2755964681570543,0.25032876197632914,top_150
64,University of California Santa Barbara,59900,124400,48,29,False,False,False,False,True,True,False,True,True,False,False,False,,,,,,,,,,,,,,,,,,,,over_250
65,Wake Forest University,61500,124400,43,13,False,True,False,False,True,True,False,False,True,False,False,False,NC,Private,4 Year,16032.0,53322.0,69354.0,53322.0,69354.0,7788.0,0.002696456086286595,0.042501284026707754,0.08307652799178222,0.055598356445814075,0.005136106831022085,0.06304571135079609,0.2103235747303544,0.013482280431432974,0.7131484334874165,0.5125834617360041,top_50
66,Yeshiva University,65100,124200,34,11,False,True,False,False,False,False,False,False,True,False,False,False,NY,Private,4 Year,12250.0,43500.0,55750.0,43500.0,55750.0,6348.0,0.000945179584120983,0.045526149968494016,0.022684310018903593,0.03134845620667927,0.0023629489603024575,0.10129174543163201,0.1074354127284184,0.1466603654694392,0.6446124763705104,0.5171707624448645,top_100
67,Kettering University,71800,124100,44,74,True,True,False,False,False,False,False,False,False,False,False,False,MI,Private,4 Year,8240.0,43490.0,51730.0,43490.0,51730.0,2079.0,0.001924001924001924,0.02934102934102934,0.04377104377104377,0.034151034151034154,0.000962000962000962,0.06493506493506493,0.13323713323713324,0.08417508417508418,0.7176527176527177,0.18999518999519,over_250
68,Maine Maritime Academy,67600,124000,63,48,False,False,False,False,False,False,False,True,False,False,False,False,ME,Public,4 Year,10310.0,13478.0,23788.0,27098.0,37408.0,1060.0,0.002830188679245283,0.006603773584905661,0.005660377358490566,0.007547169811320755,0.0018867924528301887,0.0,0.024528301886792454,0.02547169811320755,0.95,0.13867924528301886,over_250
69,Wesleyan University,62700,123600,51,21,False,True,False,True,False,False,True,False,False,False,False,False,CT,Private,4 Year,15060.0,54914.0,69974.0,54914.0,69974.0,,,,,,,,,,,,over_250
70,California Polytechnic State University San Luis Obispo,66400,123500,51,38,False,False,False,False,True,False,False,True,False,False,False,False,,,,,,,,,,,,,,,,,,,,over_250
71,College of the Holy Cross,61300,123100,50,24,False,True,True,True,True,False,True,False,False,False,False,False,MA,Private,4 Year,14520.0,52770.0,67290.0,52770.0,67290.0,2787.0,0.001794043774668102,0.05059203444564048,0.039468963042698244,0.10620739146035163,0.0003588087549336204,0.014352350197344816,0.23358449946178686,0.06566200215285253,0.6864011481880158,0.4901327592393254,over_250
72,University of Chicago,65800,123100,40,22,False,True,False,False,False,False,False,False,True,False,False,False,IL,Private,4 Year,16350.0,58230.0,74580.0,58230.0,74580.0,15097.0,0.0023183413923296018,0.12737629992713784,0.04199509836391336,0.061469166059482015,0.0003974299529707889,0.21534079618467244,0.25581241306219776,0.102271974564483,0.42657481618864673,0.42001722196462876,top_50
73,University of California Los Angeles,62600,122400,49,31,False,False,False,False,True,False,False,True,True,False,False,False,,,,,,,,,,,,,,,,,,,,over_250
74,Vanderbilt University,67000,122400,46,23,False,True,False,False,True,False,False,False,True,False,False,False,TN,Private,4 Year,16234.0,49816.0,66050.0,49816.0,66050.0,12686.0,0.002758946870565978,0.076146933627621,0.07346681381049977,0.06384991329024121,0.0009459246413369069,0.09475011824058016,0.2531136686110673,0.048872773135740184,0.6032634400126123,0.535472174050134,top_50
75,Loyola Marymount University,59300,122300,40,9,False,True,True,False,True,False,False,False,False,False,False,False,CA,Private,4 Year,14490.0,48522.0,63012.0,48522.0,63012.0,9515.0,0.0018917498686284813,0.11077246452968996,0.061481870730425645,0.2301629006831319,0.0008407777193904361,0.07115081450341566,0.46988964792433,0.012401471361008934,0.4465580662112454,0.5841303205465055,over_250
76,Fairfield University,63100,122200,41,17,False,True,True,False,True,False,False,False,False,False,False,False,CT,Private,4 Year,14710.0,48350.0,63060.0,48350.0,63060.0,5123.0,0.0005855943782939684,0.022057388249072808,0.026742143275424558,0.06870974038649229,0.0009759906304899473,0.06636736287331642,0.13214913136833886,0.10325980870583643,0.6982236970525083,0.6014054265079055,over_250
77,Virginia Military Institute,66100,122200,68,47,False,False,False,True,True,False,True,True,False,False,False,False,VA,Public,4 Year,9428.0,18862.0,28290.0,45706.0,55134.0,1700.0,0.0035294117647058825,0.04411764705882353,0.05058823529411765,0.04823529411764706,0.007647058823529412,0.014705882352941176,0.17058823529411765,0.000588235294117647,0.8141176470588235,0.11058823529411765,over_250
78,Gettysburg College,58400,122100,40,24,False,True,False,True,False,False,True,False,False,False,False,False,PA,Private,4 Year,13010.0,54480.0,67490.0,54480.0,67490.0,2447.0,0.0004086636697997548,0.018389865140988965,0.03555373927257867,0.04617899468737229,0.0,0.03759705762157744,0.12913771965672252,0.032693093583980384,0.8005721291377197,0.5247241520228851,over_250
79,Pomona College,65200,121900,46,37,False,True,False,True,False,False,True,False,False,False,False,False,CA,Private,4 Year,16716.0,52780.0,69496.0,52780.0,69496.0,1650.0,0.0024242424242424242,0.1290909090909091,0.06606060606060606,0.1406060606060606,0.0012121212121212121,0.09333333333333334,0.41333333333333333,0.06787878787878789,0.4254545454545455,0.5078787878787879,over_250
80,Loyola University Maryland,60200,121600,42,8,False,True,True,False,True,False,False,False,False,False,False,False,MD,Private,4 Year,14430.0,49085.0,63515.0,49085.0,63515.0,5967.0,0.002011060834590246,0.0318417965476789,0.07792860734037205,0.07876654935478465,0.0008379420144126027,0.008714596949891068,0.21401039048097872,0.010390480978716274,0.7668845315904139,0.6143790849673203,over_250
81,Villanova University,66400,121600,41,23,False,True,True,False,True,False,False,False,True,False,False,False,PA,Private,4 Year,14020.0,53308.0,67328.0,53308.0,67328.0,10735.0,0.0011178388448998603,0.062040055891942246,0.05402887750349324,0.06511411271541687,0.0008383791336748953,0.03334885887284583,0.20260829063809968,0.031020027945971123,0.7330228225430834,0.5162552398695854,top_50
82,The King's University,61000,121400,37,0,False,True,True,False,False,False,False,False,False,False,False,False,TX,Private,4 Year,,15000.0,15000.0,15000.0,15000.0,,,,,,,,,,,,over_250
83,Boston University,62400,120900,43,25,False,True,False,False,True,False,False,False,True,False,False,False,MA,Private,4 Year,15720.0,53948.0,69668.0,53948.0,69668.0,32112.0,0.0008408071748878924,0.1073741903338316,0.03705779770802192,0.0753300946686597,0.0010587942202291978,0.19967613353263577,0.24869207772795215,0.09566517189835576,0.4559666168410563,0.5843609865470852,top_50
84,Franklin and Marshall College,58000,120900,43,23,False,True,False,True,False,False,True,False,False,False,False,False,,,,,,,,,,,,,,,,,,,,over_250
85,Northwestern University,64600,120300,46,20,False,True,False,False,True,False,False,False,True,False,False,False,IL,Private,4 Year,16626.0,54567.0,71193.0,54567.0,71193.0,21554.0,0.0010206922149021064,0.13292196344066068,0.04908601651665584,0.0771086573257864,0.0005567412081284216,0.15482045096037858,0.2932634313816461,0.06968544121740744,0.4822306764405679,0.4690080727475179,top_50
86,University of the Sciences,59100,120300,74,12,False,True,False,False,False,False,False,False,False,False,False,False,PA,Private,4 Year,15938.0,25000.0,40938.0,25000.0,40938.0,,,,,,,,,,,,over_250
87,Carleton College,58900,120100,44,45,False,True,False,True,False,False,True,False,False,False,False,False,MN,Private,4 Year,14085.0,54759.0,68844.0,54759.0,68844.0,2057.0,0.0014584346135148275,0.08945065629557608,0.038405444822557123,0.06319883325230918,0.0009722897423432182,0.095770539620807,0.23869713174526008,0.01750121536217793,0.648031113271755,0.5279533300923676,over_250
88,Illinois Institute of Technology,66100,120100,47,64,True,True,False,False,False,False,False,False,True,False,False,False,IL,Private,4 Year,12762.0,47296.0,60058.0,47296.0,60058.0,7898.0,0.0015193719929095975,0.06292732337300583,0.0369713851608002,0.07596859964547986,0.0016459863256520638,0.4832869080779944,0.18814889845530514,0.07596859964547986,0.25259559382122054,0.35565966067358823,top_150
89,Barnard College,60000,119900,59,19,False,True,False,True,False,False,True,False,False,False,False,False,NY,Private,4 Year,17225.0,55032.0,72257.0,55032.0,72257.0,2573.0,0.000388651379712398,0.14263505635445006,0.06529343179168286,0.11115429459774583,0.000388651379712398,0.07462106490478042,0.3715507190050525,0.006218422075398368,0.5476097940147687,0.998056743101438,over_250
90,University of California Davis,62700,119900,53,35,False,False,False,False,True,False,False,True,True,False,False,False,,,,,,,,,,,,,,,,,,,,over_250
91,Boston College,64500,119700,43,13,False,True,True,False,True,False,False,False,True,False,False,False,MA,Private,4 Year,14478.0,55464.0,69942.0,55464.0,69942.0,14317.0,0.001047705524900468,0.07990500803240902,0.040162045121184604,0.08647062932178529,6.984703499336453e-05,0.09785569602570371,0.23384787315778446,0.08863588740657959,0.5796605434099322,0.5453656492281903,top_50
